y_pred,y_true
[0.94689488 0.99660039],[1 1]
[0.18435663 0.6523186 ],[1 1]
[0.04034525 0.42428374],[0 0]
[0.41663742 0.00931162],[0 0]
[0.95919353 0.99498814],[1 1]
[0.02598199 0.45126933],[0 1]
[0.15523279 0.57880867],[0 0]
[0.44307625 0.98712742],[0 1]
[0.0077619  0.02075419],[0 0]
[0.96930945 0.97962356],[1 1]
[0.97914732 0.99359739],[1 1]
[0.97814238 0.98091316],[1 1]
[0.94963312 0.99288237],[1 1]
[0.97873318 0.98277605],[1 1]
[0.00352344 0.00320131],[0 0]
[0.00495103 0.00365242],[0 0]
[0.06068239 0.97263211],[0 1]
[0.00326473 0.00319079],[0 0]
[0.24626437 0.95840192],[0 1]
[0.00956446 0.00397369],[0 0]
[0.50185746 0.79851079],[0 1]
[0.10174334 0.62804937],[0 0]
[0.39972991 0.03790602],[0 0]
[0.88897467 0.00723517],[1 0]
[0.95415926 0.99637091],[1 1]
[0.37407699 0.34130001],[1 0]
[0.00961587 0.00532568],[0 0]
[0.29048723 0.00175419],[0 0]
[0.9812156 0.9924984],[1 1]
[0.03024763 0.03513917],[0 0]
[0.29122841 0.91206193],[1 1]
[0.89090419 0.01971766],[1 0]
[0.85604596 0.04080442],[1 0]
[0.81257731 0.95919263],[0 1]
[0.04643881 0.86781096],[0 1]
[0.22233313 0.72509259],[0 0]
[0.00384316 0.02691939],[0 0]
[0.03030944 0.03048417],[0 0]
[0.96293592 0.01491272],[1 0]
[0.08398703 0.63132751],[0 1]
[0.98959684 0.02681404],[1 0]
[0.01893529 0.13968733],[1 1]
[0.01509321 0.00528753],[0 0]
[0.1444582  0.74369395],[0 1]
[0.00261086 0.00433949],[0 0]
[0.63736737 0.99387306],[0 1]
[0.0045543  0.00640056],[0 0]
[0.0277192  0.02390939],[0 0]
[0.00594714 0.03045678],[0 0]
[0.03649181 0.57907897],[0 0]
[0.0030849  0.00381106],[0 0]
[0.04829678 0.01649874],[0 0]
[0.10155752 0.36152887],[0 0]
[0.21417746 0.00305125],[0 0]
[0.95900679 0.98439097],[1 1]
[0.98961109 0.99523664],[1 1]
[0.00414366 0.00481683],[0 0]
[0.95253515 0.14385411],[1 0]
[0.07689801 0.89487523],[0 1]
[0.00376296 0.00583565],[0 0]
[0.55437636 0.90705526],[0 0]
[0.98676598 0.99522901],[1 1]
[0.02505979 0.01211795],[0 0]
[0.00523499 0.01103857],[0 0]
[0.9137454  0.99139416],[1 1]
[0.00238475 0.00864208],[0 0]
[0.34797347 0.00418854],[0 0]
[0.9339754  0.99052346],[1 1]
[0.15938681 0.28103179],[0 0]
[0.00308296 0.00612006],[0 0]
[0.92327881 0.04338804],[1 0]
[0.78573203 0.79080313],[1 0]
[0.96295476 0.99526989],[1 1]
[0.00719059 0.33261293],[0 0]
[0.06653133 0.00626361],[0 0]
[0.00361204 0.00536758],[0 0]
[0.00525549 0.00174767],[0 0]
[0.55911028 0.97612619],[1 1]
[0.89703512 0.99511331],[1 1]
[0.86220789 0.97946835],[0 1]
[0.72951847 0.00801536],[1 0]
[0.0030151  0.01468024],[0 0]
[0.65568614 0.94821322],[1 1]
[0.93481719 0.98160481],[1 1]
[0.11184847 0.98045814],[0 1]
[0.45917436 0.00959235],[1 0]
[0.97403717 0.99153519],[1 1]
[0.0057894  0.01633826],[0 0]
[0.05376935 0.35649067],[0 1]
[0.74042946 0.99102259],[0 1]
[0.92651212 0.01742771],[1 0]
[0.01465693 0.01544264],[0 0]
[0.9128114  0.02035522],[1 0]
[0.00524294 0.01403147],[0 0]
[0.00419107 0.01242867],[0 0]
[0.77205241 0.03930971],[0 0]
[0.35377723 0.01003408],[0 0]
[0.97815096 0.0046674 ],[1 0]
[0.97387481 0.96644884],[1 1]
[0.27632874 0.09920278],[1 0]
[0.08297119 0.90087825],[0 1]
[0.42839739 0.15670973],[1 0]
[0.00423765 0.00387073],[0 0]
[0.96297836 0.99560535],[0 0]
[0.98079062 0.96964216],[1 1]
[0.88935792 0.99350351],[1 1]
[0.0020712  0.01085562],[0 0]
[0.14198452 0.04830715],[0 0]
[0.95383537 0.38692653],[1 0]
[0.0092797  0.00711906],[0 0]
[0.03089383 0.69947767],[0 1]
[0.00546777 0.10769808],[0 0]
[0.01701298 0.10344717],[0 0]
[0.00615627 0.01297808],[0 0]
[0.02597541 0.35108113],[0 1]
[0.99246848 0.9576506 ],[1 1]
[0.79270816 0.05563352],[1 0]
[0.00722164 0.01913199],[0 0]
[0.04124773 0.00428322],[0 0]
[0.97014809 0.98867512],[1 1]
[0.04732141 0.16697437],[1 0]
[0.03181136 0.89419258],[0 1]
[0.09415779 0.82879013],[0 1]
[0.950239   0.05800939],[1 0]
[0.00617802 0.0033282 ],[0 0]
[0.1871933  0.88368177],[0 0]
[0.47742212 0.99187863],[0 1]
[0.98085439 0.99240935],[1 1]
[0.88388801 0.99466592],[1 1]
[0.90800524 0.98979008],[1 1]
[0.39035034 0.99037707],[0 1]
[0.00483385 0.00495574],[0 0]
[0.12009853 0.97527814],[0 1]
[0.00345695 0.00198862],[0 0]
[0.96324718 0.98975396],[1 1]
[0.9277333  0.97236276],[1 1]
[0.86944234 0.04647803],[1 0]
[0.92405355 0.01403591],[1 0]
[0.94726467 0.99431539],[1 1]
[0.58245152 0.95972103],[1 1]
[0.04102975 0.95474917],[0 1]
[0.87920564 0.14506862],[1 0]
[0.0135155  0.66303432],[0 1]
[0.00231892 0.01526424],[0 0]
[0.11806044 0.45843384],[1 0]
[0.07807037 0.0830546 ],[1 0]
[0.73102975 0.73518515],[1 0]
[0.02111021 0.00479338],[0 0]
[0.12512895 0.96260095],[0 1]
[0.38859248 0.94444954],[0 1]
[0.04484749 0.44768605],[1 1]
[0.657067   0.50949037],[1 0]
[0.59680516 0.95044523],[0 1]
[0.04168865 0.03595299],[1 0]
[0.018408   0.02846232],[0 0]
[0.5291729  0.02630621],[1 0]
[0.00641379 0.01284254],[0 0]
[0.03791171 0.26918489],[0 0]
[0.25017709 0.10235047],[0 0]
[0.0527834 0.5288614],[0 1]
[0.11019373 0.02983272],[1 0]
[0.61749393 0.02437034],[1 0]
[0.00395593 0.00603575],[0 0]
[0.91667044 0.99660015],[0 1]
[0.01343703 0.00576925],[0 0]
[0.03351471 0.60785687],[0 1]
[0.97941816 0.00568104],[1 0]
[0.00634751 0.00648412],[0 0]
[0.02392662 0.10891539],[0 0]
[0.03024116 0.27947134],[0 0]
[0.98218846 0.99156249],[0 1]
[0.01539949 0.01587528],[0 0]
[0.0138593  0.00497165],[0 0]
[0.007842   0.09223208],[0 0]
[0.66127264 0.98497802],[1 1]
[0.65489632 0.91066909],[1 1]
[0.00697845 0.01099917],[0 0]
[0.49489328 0.71096134],[1 1]
[0.75774723 0.22328514],[1 0]
[0.6017701 0.0136627],[1 0]
[0.00239182 0.00393894],[0 0]
[0.00632501 0.00776902],[0 0]
[0.98052198 0.99282944],[1 1]
[0.00589901 0.09233305],[0 0]
[0.9087528 0.9916873],[1 1]
[0.00514862 0.02396703],[0 0]
[0.11633697 0.00404406],[0 0]
[0.97395408 0.99520123],[1 1]
[0.01914123 0.00574398],[0 0]
[0.00411513 0.00817809],[0 0]
[0.00502762 0.0137361 ],[0 0]
[0.55448937 0.98377812],[0 1]
[0.0084289  0.02470356],[0 0]
[0.92457783 0.01554978],[1 0]
[0.29407346 0.01137772],[1 0]
[0.00588134 0.05751824],[0 0]
[0.89210176 0.99309671],[1 1]
[0.78091121 0.00922501],[1 0]
[0.97184759 0.01071176],[1 0]
[0.0467768  0.02102497],[0 0]
[0.05414951 0.4706783 ],[0 0]
[0.00809866 0.00559899],[0 0]
[0.0071553  0.00723282],[0 0]
[0.94294947 0.99447083],[1 1]
[0.03912595 0.00413835],[1 0]
[0.97501075 0.97740674],[1 1]
[0.03877521 0.0066587 ],[0 0]
[0.94555771 0.97781092],[1 1]
[0.07026383 0.44382888],[0 0]
[0.00307888 0.00650707],[0 0]
[0.95670456 0.9879927 ],[1 1]
[0.2226727  0.93990946],[0 1]
[0.05973431 0.31246257],[0 0]
[0.15400806 0.95801115],[0 1]
[0.16623679 0.87698472],[0 0]
[0.00913036 0.02853894],[0 1]
[0.98414767 0.02126524],[1 0]
[0.73320854 0.99527705],[1 1]
[0.21207026 0.1461975 ],[1 0]
[0.78516543 0.99431169],[1 1]
[0.00607359 0.12683693],[0 0]
[0.63376021 0.99036241],[1 1]
[0.92639256 0.98839939],[1 1]
[0.09795326 0.97979128],[0 1]
[0.04661661 0.56415045],[0 1]
[0.88444418 0.98716021],[1 1]
[0.93717146 0.97839981],[1 1]
[0.02923641 0.19590682],[0 1]
[0.00460458 0.00253344],[0 0]
[0.97190416 0.99297744],[1 1]
[0.69315159 0.98764068],[0 1]
[0.88153601 0.07343858],[0 0]
[0.91670334 0.99278772],[1 1]
[0.01702756 0.24562997],[0 1]
[0.3643277  0.01116091],[0 0]
[0.00481752 0.00250185],[0 0]
[0.25243479 0.95537692],[1 1]
[0.01392058 0.01771954],[0 0]
[0.92869496 0.99299133],[1 1]
[0.76309526 0.49482557],[0 0]
[0.9437083  0.20090193],[1 0]
[0.79298359 0.98723364],[1 1]
[0.00893366 0.00704366],[0 0]
[0.9827106  0.99201429],[1 1]
[0.01467776 0.37845027],[0 1]
[0.62049335 0.97981775],[1 1]
[0.00843018 0.06460291],[0 0]
[0.98464346 0.99054754],[1 1]
[0.00184223 0.00282735],[0 0]
[0.01695392 0.00369462],[0 0]
[0.00378987 0.00471446],[0 0]
[0.00520515 0.00516629],[0 0]
[0.0030781  0.02658483],[0 0]
[0.89665711 0.99058509],[1 1]
[0.0062314 0.0298726],[0 0]
[0.81902277 0.00740534],[1 0]
[0.97963369 0.99391967],[1 1]
[0.00453284 0.00738621],[0 0]
[0.94119173 0.99606645],[0 1]
[0.9612025 0.0153777],[1 0]
[0.99379581 0.46890652],[1 0]
[0.94341993 0.99565381],[1 1]
[0.9045521  0.01091805],[0 0]
[0.01776761 0.03340459],[1 0]
[0.19496924 0.86763263],[0 1]
[0.01354805 0.00204498],[1 0]
[0.0095627  0.01215523],[0 0]
[0.22225842 0.00580016],[1 0]
[0.01666984 0.08666828],[0 1]
[0.08078524 0.89690065],[0 1]
[0.98103297 0.99673915],[1 1]
[0.01133859 0.01007113],[0 0]
[0.99025494 0.98983067],[1 1]
[0.11935434 0.07513812],[0 0]
[0.00670716 0.01046842],[0 0]
[0.5106045  0.21871129],[0 0]
[0.91735768 0.98964423],[1 1]
[0.64744741 0.14684939],[1 0]
[0.00441128 0.00423825],[0 0]
[0.91407859 0.99190825],[1 1]
[0.00707632 0.01423422],[0 0]
[0.73736471 0.98114574],[1 1]
[0.97394407 0.98579389],[1 1]
[0.00558037 0.00362903],[0 0]
[0.00652218 0.0021795 ],[0 0]
[0.9080888 0.995942 ],[0 1]
[0.29418927 0.95596761],[1 1]
[0.16564626 0.80229068],[0 1]
[0.46407035 0.01642197],[1 0]
[0.00583836 0.03564584],[0 0]
[0.01086655 0.01254436],[0 0]
[0.91079783 0.99525028],[1 1]
[0.68072188 0.02165535],[1 0]
[0.89852381 0.99504983],[1 1]
[0.82026362 0.99080765],[1 1]
[0.96026367 0.02475294],[1 0]
[0.97925019 0.0111019 ],[1 0]
[0.99366581 0.07017615],[1 0]
[0.63870668 0.00400212],[0 0]
[0.01881242 0.00630465],[0 0]
[0.0346975 0.5802027],[0 1]
[0.00638315 0.00303921],[0 0]
[0.00446889 0.00326201],[0 0]
[0.02120647 0.01263449],[0 0]
[0.05683008 0.00426114],[0 0]
[0.09801105 0.9728722 ],[0 1]
[0.00917667 0.07767022],[0 0]
[0.46976069 0.93329245],[1 1]
[0.1660375  0.95512122],[0 1]
[0.97519207 0.99497223],[1 1]
[0.99215072 0.01638803],[1 0]
[0.98737085 0.30576825],[1 1]
[0.01700369 0.13242212],[0 0]
[0.830163   0.97481501],[0 1]
[0.00366235 0.00632724],[0 0]
[0.96265519 0.02049777],[1 0]
[0.95540071 0.01495719],[1 0]
[0.78860235 0.61929381],[1 0]
[0.29101408 0.04122311],[1 0]
[0.97574472 0.0533129 ],[1 0]
[0.7589854  0.00326675],[1 0]
[0.00816992 0.00347704],[0 0]
[0.96973169 0.99165738],[1 1]
[0.00364485 0.00454643],[0 0]
[0.96559656 0.99651384],[1 1]
[0.0780445  0.24907115],[0 0]
[0.2439191  0.11119303],[1 0]
[0.83405447 0.99476779],[1 1]
[0.26793861 0.23333973],[1 0]
[0.04413342 0.68237734],[1 1]
[0.67333663 0.98856735],[0 1]
[0.29084095 0.51378596],[1 0]
[0.02727979 0.85975444],[0 1]
[0.0032478  0.01378155],[0 0]
[0.80565071 0.00552192],[1 0]
[0.01451609 0.08252496],[0 0]
[0.97444725 0.97848117],[1 1]
[0.41598529 0.00922903],[0 0]
[0.92772406 0.98911238],[1 1]
[0.04349422 0.03561583],[0 0]
[0.34956548 0.98996747],[1 1]
[0.00476381 0.01104963],[0 0]
[0.79575872 0.17870492],[1 0]
[0.0025076  0.00355005],[0 0]
[0.0060086 0.0023286],[0 0]
[0.00349864 0.00522679],[0 0]
[0.06208804 0.06141579],[0 1]
[0.24493927 0.01143163],[0 0]
[0.11510018 0.92099065],[1 1]
[0.97530735 0.9922266 ],[1 1]
[0.00365433 0.00316548],[0 0]
[0.81740838 0.64316154],[0 0]
[0.74299347 0.99054378],[1 1]
[0.00363439 0.01940346],[0 0]
[0.94463193 0.98105562],[1 1]
[0.9533031  0.99067372],[1 1]
[0.90287006 0.98550379],[0 1]
[0.87459648 0.98544425],[1 1]
[0.026346   0.01246226],[0 0]
[0.96013212 0.9942193 ],[1 1]
[0.97061783 0.02138948],[1 0]
[0.78116834 0.97196388],[1 1]
[0.00885543 0.03228199],[0 0]
[0.92460239 0.98945802],[1 1]
[0.03791478 0.02646872],[0 0]
[0.95617419 0.99540561],[1 1]
[0.96195936 0.01142657],[1 0]
[0.96753013 0.99709594],[1 1]
[0.97538972 0.01643425],[1 0]
[0.25499332 0.94373786],[1 1]
[0.89720035 0.99335313],[1 1]
[0.12634006 0.31123787],[0 1]
[0.00233397 0.00294152],[0 0]
[0.97908437 0.99651062],[1 1]
[0.44217435 0.44584173],[1 1]
[0.60892278 0.01367772],[0 0]
[0.01132926 0.05497265],[0 0]
[0.00915706 0.00789934],[0 0]
[0.98606527 0.04348442],[0 0]
[0.13900349 0.95446992],[1 1]
[0.90432215 0.99426043],[1 1]
[0.0091731  0.01837367],[0 0]
[0.96065283 0.01979139],[1 0]
[0.97366136 0.00829622],[1 0]
[0.06414363 0.95412111],[0 1]
[0.00318414 0.01037812],[0 0]
[0.98886651 0.0084033 ],[1 0]
[0.01445472 0.03754154],[0 0]
[0.78437299 0.99117541],[0 1]
[0.00322106 0.01019824],[0 0]
[0.01609257 0.01494485],[1 0]
[0.00282454 0.00224119],[0 0]
[0.08423778 0.00160283],[0 0]
[0.0052557  0.07769686],[0 0]
[0.00541744 0.0046261 ],[0 0]
[0.59581053 0.30006862],[1 1]
[0.98807842 0.01479122],[1 0]
[0.98603725 0.9937501 ],[1 1]
[0.5157665  0.85297185],[0 1]
[0.83188069 0.01400992],[1 0]
[0.00304207 0.00417635],[0 0]
[0.87067044 0.96964633],[0 0]
[0.23154405 0.83544588],[0 0]
[0.00510821 0.00694758],[0 0]
[0.20755085 0.75271308],[0 0]
[0.88848734 0.062861  ],[1 0]
[0.00238431 0.0030497 ],[0 0]
[0.98920512 0.01339898],[1 0]
[0.00685328 0.08299962],[0 0]
[0.75540501 0.46702623],[0 0]
[0.95876276 0.00520611],[1 0]
[0.00190327 0.00536969],[0 0]
[0.19162989 0.97116661],[0 1]
[0.0133611  0.19023311],[0 0]
[0.5551405  0.00220153],[1 0]
[0.98015678 0.99814224],[1 1]
[0.06369469 0.53781939],[0 0]
[0.02031466 0.01813576],[0 0]
[0.01422727 0.05236551],[1 0]
[0.95604467 0.98888588],[1 1]
[0.98903888 0.99159962],[1 1]
[0.0345234  0.06562361],[0 0]
[0.58067465 0.04207408],[1 0]
[0.06989139 0.03101158],[0 0]
[0.35662806 0.39209884],[0 0]
[0.11630785 0.82795823],[0 1]
[0.00386336 0.0063698 ],[0 0]
[0.00669786 0.08210436],[0 0]
[0.63664532 0.9787454 ],[1 1]
[0.24699363 0.52189422],[0 0]
[0.00811404 0.00274977],[0 0]
[0.62084663 0.20642641],[1 0]
[0.07816106 0.14549121],[0 1]
[0.07211387 0.96454632],[0 1]
[0.55148673 0.98553622],[1 1]
[0.00428322 0.04132587],[0 0]
[0.96777326 0.99157679],[1 1]
[0.02268404 0.00177354],[0 0]
[0.96716785 0.96902835],[1 1]
[0.00948906 0.0826245 ],[0 0]
[0.84674442 0.01248044],[1 0]
[0.94890547 0.99384457],[1 1]
[0.0029816  0.00387448],[0 0]
[0.77713329 0.01176322],[1 0]
[0.0240714  0.31831062],[0 0]
[0.0463008  0.37078449],[0 0]
[0.00353917 0.00354779],[0 0]
[0.98663473 0.01617792],[1 0]
[0.97609401 0.98164523],[1 1]
[0.13321543 0.81106889],[0 1]
[0.00889963 0.01157898],[0 0]
[0.80407774 0.01438546],[1 0]
[0.01892152 0.00679541],[0 0]
[0.95505577 0.99283099],[1 1]
[0.00468066 0.00464022],[0 0]
[0.84298456 0.00491306],[1 0]
[0.75757599 0.99317253],[1 1]
[0.47009012 0.9128505 ],[1 1]
[0.00571215 0.01735961],[0 0]
[0.07259926 0.93938851],[0 1]
[0.13122478 0.42985082],[1 1]
[0.00805137 0.00573888],[0 0]
[0.00319538 0.00622937],[0 0]
[0.77356064 0.99021631],[1 1]
[0.84176922 0.99605799],[0 1]
[0.48680803 0.97582245],[1 1]
[0.15240666 0.66068006],[1 1]
[0.01456702 0.04474863],[1 0]
[0.95702171 0.99143684],[1 1]
[0.76332295 0.02559879],[1 0]
[0.00874639 0.00541484],[0 0]
[0.07546687 0.97358656],[0 1]
[0.99653983 0.16719431],[1 0]
[0.00777119 0.00187522],[0 0]
[0.00911757 0.0022409 ],[0 0]
[0.0268701  0.03649595],[0 0]
[0.03306782 0.29986763],[0 0]
[0.00229943 0.01002041],[0 0]
[0.00387445 0.02391219],[0 0]
[0.03225961 0.00420725],[0 0]
[0.6962437  0.00967667],[0 0]
[0.04719087 0.00743169],[0 0]
[0.09299791 0.01044703],[0 0]
[0.26820427 0.00133926],[0 0]
[0.27945963 0.42982456],[0 0]
[0.71036035 0.01360565],[1 0]
[0.96262324 0.00621688],[1 0]
[0.03086251 0.41660061],[0 1]
[0.98148471 0.0460895 ],[1 0]
[0.30168211 0.95255709],[0 1]
[0.88778996 0.97981048],[1 1]
[0.0080224  0.00499809],[0 0]
[0.04019466 0.70355451],[0 1]
[0.9593035  0.98736537],[1 1]
[0.0175316  0.01780772],[0 0]
[0.01170775 0.09070662],[0 0]
